time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461700000	-24.917	-5.937	4.80544	2.19496	-0.575257	lidar	2.84488	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0492	-5.72993	4.82352	2.16658	-0.563521	radar	1.82304	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1798	-5.56759	4.75419	2.15056	-0.548654	lidar	0.397962	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3346	-5.38236	4.77629	2.153	-0.474819	radar	1.22045	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4833	-5.15125	4.85143	2.12625	-0.477948	lidar	0.594145	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6134	-4.97863	4.81246	2.131	-0.405834	radar	5.94502	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7282	-4.81807	4.72117	2.12022	-0.394133	lidar	0.523924	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8474	-4.61225	4.72648	2.09949	-0.39427	radar	0.114864	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9655	-4.35911	4.81589	2.06665	-0.411216	lidar	0.585739	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0717	-4.13501	4.79252	2.00424	-0.544378	radar	11.5515	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1657	-3.83515	4.94217	1.95446	-0.573098	lidar	1.77868	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2395	-3.5918	4.94105	1.89074	-0.675369	radar	3.03737	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2635	-3.32405	4.96585	1.83265	-0.705566	lidar	4.10585	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3154	-3.07786	4.97088	1.78751	-0.730842	radar	0.0949718	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3328	-2.85172	4.91632	1.74274	-0.742554	lidar	1.39414	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3939	-2.63048	4.8838	1.73193	-0.678825	radar	1.87558	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4644	-2.50187	4.67307	1.72562	-0.652649	lidar	5.96028	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5221	-2.26888	4.68865	1.7195	-0.580924	radar	1.3362	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5706	-2.08083	4.60554	1.70156	-0.56957	lidar	1.06826	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6027	-1.84687	4.61875	1.69005	-0.513723	radar	2.04146	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6021	-1.59048	4.66527	1.6522	-0.528096	lidar	1.18155	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5976	-1.36746	4.64105	1.60391	-0.587934	radar	1.6201	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6014	-1.13805	4.63594	1.57451	-0.58802	lidar	0.0016396	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6316	-0.919074	4.61468	1.56363	-0.555174	radar	5.15338	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6446	-0.656965	4.68475	1.54203	-0.546134	lidar	0.694134	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6311	-0.415247	4.70836	1.49722	-0.602621	radar	2.2981	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5857	-0.100613	4.87561	1.45623	-0.612875	lidar	2.6228	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5668	0.141256	4.87998	1.42689	-0.620006	radar	2.74907	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5429	0.447294	5.01741	1.40323	-0.607751	lidar	1.42392	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5323	0.689663	4.99296	1.4033	-0.532921	radar	1.81686	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5263	0.976751	5.07716	1.39382	-0.510302	lidar	2.65092	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4877	1.24912	5.11013	1.39564	-0.423735	radar	6.39725	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4342	1.47408	5.05671	1.37041	-0.429533	lidar	0.246261	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3935	1.68933	4.98346	1.35711	-0.407214	radar	8.3161	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3429	1.8853	4.88465	1.33508	-0.41048	lidar	0.584571	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2723	2.11543	4.88261	1.29874	-0.455804	radar	0.479707	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2137	2.29386	4.76374	1.27458	-0.458902	lidar	0.873512	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1503	2.51827	4.74512	1.26495	-0.418718	radar	0.474179	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0737	2.765	4.79044	1.24526	-0.416444	lidar	0.12374	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9761	2.98584	4.81494	1.18888	-0.523861	radar	3.20747	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8717	3.27971	4.96737	1.16773	-0.514867	lidar	1.4048	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7885	3.51199	4.97157	1.14787	-0.510401	radar	2.09319	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6831	3.70339	4.90355	1.11672	-0.518968	lidar	0.322605	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5669	3.90852	4.88326	1.0835	-0.534725	radar	1.13176	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.502	4.07444	4.75574	1.06651	-0.526034	lidar	3.6975	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.38	4.27176	4.74162	1.03598	-0.533441	radar	0.574906	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2167	4.49817	4.81655	1.00026	-0.542645	lidar	2.114	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0678	4.69269	4.78657	0.982105	-0.494788	radar	9.05283	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.95	4.88543	4.76466	0.962205	-0.489369	lidar	0.397375	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7941	5.07428	4.76672	0.93204	-0.492855	radar	2.32243	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6232	5.29827	4.85405	0.907521	-0.489959	lidar	0.988622	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4506	5.47412	4.87906	0.856831	-0.557663	radar	0.804814	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2614	5.64687	4.88759	0.817507	-0.571819	lidar	1.18796	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0978	5.80313	4.86322	0.778193	-0.601683	radar	3.02834	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9223	5.96214	4.84756	0.74516	-0.60603	lidar	0.0246328	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.782	6.14876	4.74355	0.771434	-0.451637	radar	4.77926	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6175	6.30357	4.72156	0.747846	-0.453835	lidar	0.0598479	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4694	6.47575	4.68519	0.74914	-0.397721	radar	1.44711	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2393	6.72323	4.89794	0.745861	-0.368893	lidar	4.33048	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0429	6.86193	4.86773	0.716174	-0.378662	radar	5.4975	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8293	7.04162	4.93727	0.697446	-0.376524	lidar	0.962198	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6147	7.17542	4.95856	0.652281	-0.435257	radar	1.79291	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4328	7.31652	4.92672	0.631836	-0.434451	lidar	0.308476	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1996	7.44541	5.02121	0.570952	-0.540566	radar	2.51959	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0172	7.60729	5.02468	0.562126	-0.517266	lidar	2.09076	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8319	7.78741	4.99027	0.583491	-0.407746	radar	5.60938	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6262	7.92742	4.99231	0.565683	-0.404319	lidar	0.0324776	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4353	8.06263	4.95453	0.556207	-0.380253	radar	1.54276	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.22	8.07674	4.79948	0.48884	-0.447737	lidar	4.73504	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0285	8.23419	4.743	0.515803	-0.326504	radar	5.46623	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8534	8.39074	4.75292	0.523357	-0.294357	lidar	2.8782	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6074	8.50123	4.86198	0.477336	-0.378335	radar	5.01276	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3534	8.64873	4.96626	0.468311	-0.362477	lidar	1.29362	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.154	8.78452	4.90759	0.484319	-0.277935	radar	1.26693	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9618	8.879	4.84668	0.466444	-0.284699	lidar	0.587132	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7623	8.99796	4.797	0.472828	-0.231259	radar	0.7412	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5465	9.06374	4.74744	0.44193	-0.257713	lidar	0.769845	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3009	9.17421	4.84487	0.417065	-0.296824	radar	4.78639	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0094	9.27294	4.95571	0.392634	-0.306998	lidar	6.1736	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7924	9.35439	4.93676	0.369206	-0.327837	radar	1.72244	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5337	9.46085	5.00363	0.357798	-0.319547	lidar	0.68031	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2666	9.48763	5.07072	0.285523	-0.446388	radar	5.58502	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9612	9.63143	5.25243	0.291164	-0.404155	lidar	2.77637	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7117	9.73579	5.20952	0.305896	-0.313811	radar	2.99917	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.434	9.84495	5.29077	0.30266	-0.294763	lidar	0.591251	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1808	9.92912	5.3054	0.289199	-0.297082	radar	0.369093	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9069	10.0528	5.38764	0.295605	-0.266968	lidar	0.614685	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6464	10.1269	5.39252	0.279783	-0.27227	radar	0.0372141	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4042	10.224	5.3875	0.278266	-0.256646	lidar	1.04572	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1413	10.2989	5.41249	0.261224	-0.273137	radar	0.436674	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9223	10.2984	5.27466	0.219725	-0.312258	lidar	1.39705	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6733	10.3666	5.24522	0.217418	-0.278671	radar	0.259862	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4705	10.3356	5.07681	0.167294	-0.331086	lidar	2.16609	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1678	10.3653	5.24299	0.123474	-0.409945	radar	7.43734	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9069	10.4165	5.26138	0.112897	-0.395728	lidar	0.228301	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6691	10.4501	5.11139	0.123662	-0.29639	radar	6.68614	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4389	10.4011	5.01375	0.0711277	-0.352007	lidar	2.06358	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1807	10.4236	5.02186	0.0593364	-0.337812	radar	0.570663	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8535	10.6028	5.26316	0.125543	-0.21261	lidar	7.74966	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5929	10.673	5.22681	0.15258	-0.121563	radar	1.38812	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3551	10.6621	5.15755	0.122109	-0.156441	lidar	0.787767	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0904	10.6855	5.19295	0.103832	-0.184953	radar	0.342302	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8327	10.7867	5.24165	0.1303	-0.135954	lidar	3.66954	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.562	10.8417	5.27081	0.135729	-0.115002	radar	1.13056	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3433	10.7937	5.13807	0.0911438	-0.16818	lidar	2.28402	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0852	10.8313	5.12941	0.096592	-0.134822	radar	0.322679	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8386	10.8993	5.14213	0.110103	-0.107469	lidar	1.86935	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5571	10.9206	5.20167	0.0972124	-0.127124	radar	2.75794	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3368	10.9291	5.11989	0.0828829	-0.138692	lidar	0.817329	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0748	10.8528	5.22261	-0.0180195	-0.36984	radar	9.12961	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.777	10.8234	5.28081	-0.0457736	-0.380926	lidar	2.69782	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5245	10.8204	5.23736	-0.0530512	-0.35015	radar	0.376161	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2948	10.8082	5.17979	-0.0707051	-0.352055	lidar	1.0065	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0483	10.8674	5.04314	-0.0142624	-0.169966	radar	6.85845	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78234	10.9223	5.09521	0.00654044	-0.127747	lidar	2.01775	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56137	10.8938	5.01832	-0.0162117	-0.151693	radar	3.8821	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.29582	10.9262	5.06283	-0.00545015	-0.126218	lidar	0.700051	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.05583	10.9013	5.0174	-0.0196921	-0.129538	radar	2.51761	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.7848	10.94	5.07567	-0.00442929	-0.0999233	lidar	1.01151	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.55359	10.8894	5.01525	-0.0350155	-0.137423	radar	6.41029	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.40798	10.7992	4.77691	-0.0857034	-0.197299	lidar	4.39371	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.15979	10.8102	4.77532	-0.0701551	-0.142434	radar	1.42278	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.79471	10.8772	5.05394	-0.0271064	-0.0698901	lidar	6.05325	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.52936	10.879	5.05683	-0.014147	-0.0242818	radar	1.73274	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24928	10.8724	5.1104	-0.0148219	-0.0231602	lidar	0.652803	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.01144	10.9054	5.04675	0.0196459	0.0653731	radar	2.63484	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
